27 May 20,Jaffino,Large molecule interference
3 Jun 20,Himanshu,Fock States of Flavor Neutrinos are Unphysical
10 Jun 20,Dipayan,(Novel) Einstein-Gauss-Bonnet theory in four dimensions
1 Jul 20,Harkirat,Super-Penrose process for extremal charged white holes
8 Jul 20,Jaffino,
15 Jul 20,Himanshu,
22 Jul 20,Ankit,
29 Jul 20,Dipayan,
5 Aug 20,Harkirat,
